condition,block_A,block_B,yield
1,12,1,51.51347941501647
1,12,2,54.61250617835264
1,12,3,44.8561736202186
1,12,4,53.51197550171697
1,12,5,52.62874454798943
1,12,6,60.929300217455065
1,12,7,41.2929043962186
1,12,8,56.74869548847131
1,12,9,71.05767704667552
1,13,0,37.37207134194197
1,13,1,54.90953442259973
1,13,2,56.47900396554828
1,13,3,39.12830811975966
1,13,4,55.178201890295576
1,13,5,55.56890304538298
1,13,6,61.51480821774927
1,13,7,66.8750244553862
1,13,8,45.43042701962242
1,13,9,38.03560375898629
1,14,0,41.45497338178082
1,14,1,47.76911369037661
1,14,2,35.340869752345824
1,14,3,37.86556691225131
1,14,4,55.30450293355255
1,14,5,43.5273478640191
1,14,6,54.88595809208642
1,14,7,46.96300016099268
1,14,8,57.209947843149365
1,14,9,45.95083938119547
1,15,0,42.97286640998502
1,15,1,44.46996521936008
1,15,2,40.147781403600355
1,15,3,49.20784390161391
1,15,4,29.06016482631851
1,15,5,57.73624536328453
1,15,6,44.97264707029123
1,15,7,31.11816910748
1,15,8,61.241512243800024
1,15,9,44.34589831301391
1,16,0,38.19134902024608
1,16,1,41.174675801132324
1,16,2,41.025756389316456
1,16,3,43.41038879836031
1,16,4,44.862718911200126
1,16,5,59.71392402984378
1,16,6,51.181052184403
1,16,7,28.869252634472897
1,16,8,39.26866817902833
1,16,9,40.90111947441112
1,17,0,27.83919630572883
1,17,1,33.85160484294617
1,17,2,38.365259668950856
1,17,3,39.080864237960014
1,17,4,43.86029734107632
1,17,5,28.3962992655565
1,17,6,45.88017057240583
1,17,7,54.343607427943674
1,17,8,52.18666294391857
1,17,9,47.16963668321448
1,18,0,22.844300876615158
1,18,1,33.82969568754298
1,18,2,40.628555546367465
1,18,3,27.84203518061745
1,18,4,34.54580148497542
1,18,5,43.14997617318357
1,18,6,24.59251346850528
1,18,7,43.18106077615127
1,18,8,49.20958109549503
1,18,9,42.98840520370373
1,19,0,24.09513820661251
1,19,1,36.49811058626935
1,19,2,43.49659695005076
1,19,3,49.18602550697443
1,19,4,34.1342045065235
1,19,5,35.285729268212016
1,19,6,33.54722293932207
1,19,7,30.404942518849072
1,19,8,23.33230811278236
1,19,9,28.935662308855107
2,0,0,42.401180276356634
2,0,1,10.49732932643113
2,0,2,18.54414977633148
2,0,3,17.44734290248247
2,0,4,26.2625037118199
2,0,5,27.61256976656795
2,0,6,30.18076918541468
2,0,7,40.46828613611543
2,0,8,26.033083898372038
2,0,9,42.63367289696774
2,1,0,26.06867745284812
2,1,1,42.566777729559654
2,1,2,55.40727573316468
2,1,3,26.59798524345065
2,1,4,21.06056161921706
2,1,5,30.16480345541873
2,1,6,27.98569292874299
2,1,7,41.01575037852726
2,1,8,52.70485974231839
2,1,9,37.69835082224713
2,2,0,41.34245549210553
2,2,1,51.18307363342419
2,2,2,41.67879374537109
2,2,3,36.72807908233069
2,2,4,47.294687550822005
2,2,5,24.35876708478493
2,2,6,56.797357677149876
2,2,7,32.19344618777812
2,2,8,41.350880507037765
2,2,9,55.95340759201341
2,3,0,22.09265930878976
2,3,1,30.37675897792261
2,3,2,38.31278392973208
2,3,3,45.25364345270903
2,3,4,45.95361461503479
2,3,5,31.081831365299863
2,3,6,50.10827013528695
2,3,7,41.81020062432199
2,3,8,46.88708253709124
2,3,9,52.24838025064199
2,4,0,41.58578834158392
2,4,1,37.15818165201629
2,4,2,42.69396416860667
2,4,3,43.14813605710695
2,4,4,41.067163977931656
2,4,5,56.42665557641175
2,4,6,37.58509788814041
2,4,7,53.418179370575025
2,4,8,56.68197435096369
2,4,9,61.85802654317689
2,5,0,40.14042821461258
2,5,1,43.14679710033554
2,5,2,46.1109337029444
2,5,3,59.82467735159924
2,5,4,46.446346590550355
2,5,5,49.98869002381633
2,5,6,63.70101487943439
2,5,7,55.718793681516765
2,5,8,61.120490367165246
2,5,9,62.88873847599845
2,6,0,42.02805321238211
2,6,1,51.87367768159563
2,6,2,42.3500013159824
2,6,3,48.86925789968489
2,6,4,57.44230135887788
2,6,5,65.18967146783594
2,6,6,52.006127258671874
2,6,7,56.46564900117907
2,6,8,58.31490068250841
2,6,9,52.219869244234744
2,7,0,56.31175373945672
2,7,1,56.03517805526243
2,7,2,56.145755319325815
2,7,3,50.362350482583636
2,7,4,68.54860408398842
2,7,5,55.64974668134807
2,7,6,66.59053958561016
2,7,7,41.53532249686142
2,7,8,68.17136879010212
2,7,9,58.551551199684695
2,8,0,32.08118437752195
2,8,1,48.4888747706594
2,8,2,37.00075895182407
2,8,3,40.81285680788756
2,8,4,49.57142438696881
2,8,5,60.46268641653681
2,8,6,83.63218663412692
2,8,7,52.45411711683244
2,8,8,78.33112213125905
2,8,9,53.00727324255116
2,9,0,32.4995077501423
2,9,1,42.55636745019873
2,9,2,61.39273595062073
2,9,3,55.877555502230116
2,9,4,54.928824297254906
2,9,5,66.90107140253157
2,9,6,58.902311019289044
2,9,7,67.39345293931997
2,9,8,61.33684711269123
2,9,9,37.74545867366161
2,10,0,52.59060020986552
2,10,1,57.96087336601731
2,10,2,30.47504903003811
2,10,3,49.93854047772315
2,10,4,48.42379760177717
2,10,5,47.7249779307101
2,10,6,63.13320936530501
2,10,7,66.77155127606123
2,10,8,72.35571914680858
2,10,9,66.72039763727956
2,11,0,29.76017124340681
2,11,1,50.32530378688721
2,11,2,62.9318864342878
2,11,3,40.411661103826106
2,11,4,40.15831849284498
2,11,5,46.255062566704616
2,11,6,73.46050756861305
2,11,7,64.52487685967685
2,11,8,47.784310307794
2,11,9,64.51417940339749
2,12,0,41.18248165123473
2,12,1,45.857983996433035
2,12,2,50.409961386071124
2,12,3,54.547051059883366
2,12,4,63.89591569181543
2,12,5,73.00119951890284
2,12,6,41.97234766067407
2,12,7,70.54828679211309
2,12,8,67.20444805856579
2,12,9,55.83339519978079
2,13,0,40.62812905392274
2,13,1,55.4885959533018
2,13,2,61.840642729601015
2,13,3,39.69330618651766
2,13,4,39.12722351466414
2,13,5,51.22807014755581
2,13,6,51.22932879759882
2,13,7,59.9944588449638
2,13,8,72.58619705681059
2,13,9,55.44355651351699
2,14,0,17.23869604048739
2,14,1,56.536673722195616
2,14,2,38.77914239576328
2,14,3,51.589134898295995
2,14,4,67.25439490083318
2,14,5,45.57835337060469
2,14,6,70.88034127005713
2,14,7,71.5897156536264
2,14,8,38.98479070721035
2,14,9,74.98717204333232
2,15,0,44.02640992454757
2,15,1,49.54839833680875
2,15,2,54.6178849638028
2,15,3,61.96087139006319
2,15,4,53.02975680127059
2,15,5,44.15803514393828
2,15,6,50.08681627827883
2,15,7,58.78363563200578
2,15,8,38.97098523723838
2,15,9,56.92299556576821
2,16,0,39.46059516934116
2,16,1,30.884069650801848
2,16,2,29.920677502273456
2,16,3,61.9321043013896
2,16,4,46.654351189122615
2,16,5,51.4327324729581
2,16,6,40.77346365663307
2,16,7,46.9937225275314
2,16,8,65.02217452218655
2,16,9,61.69936105553586
2,17,0,39.52412310054192
2,17,1,44.19085967413296
2,17,2,39.44730499243032
2,17,3,35.893818022166165
2,17,4,65.18335701669687
2,17,5,58.91816989670395
2,17,6,38.099666519641104
2,17,7,43.25228551485188
2,17,8,46.255109980300176
2,17,9,52.513469747419485
2,18,0,24.857286873254118
2,18,1,23.81903331660816
2,18,2,39.85699563170984
2,18,3,25.877877680657868
2,18,4,14.65801335185094
2,18,5,38.355658372072135
2,18,6,49.16938770993613
2,18,7,33.77366048138223
2,18,8,48.33634631318899
2,18,9,57.70994823416801
2,19,0,38.572594710815636
2,19,1,40.211282386968726
2,19,2,41.61245253433321
2,19,3,29.417144811650857
2,19,4,33.43762943007768
2,19,5,37.84027620716494
2,19,6,21.06185020755329
2,19,7,50.300056082993095
2,19,8,43.53182205042448
2,19,9,34.56146318193877
3,0,0,56.292098601300054
3,0,1,38.88435962823775
3,0,2,42.0096079861463
3,0,3,34.82492626702959
3,0,4,18.66819702241105
3,0,5,18.523651803219778
3,0,6,30.34538043990399
3,0,7,39.38085409182694
3,0,8,41.00215431843467
3,0,9,43.89457274686604
3,1,0,33.35968703721109
3,1,1,26.25270666845843
3,1,2,29.286603344348933
3,1,3,31.838709137874687
3,1,4,45.48111064182146
3,1,5,28.225005794731413
3,1,6,50.81260571167535
3,1,7,41.73682540924144
3,1,8,48.87508305346535
3,1,9,44.36210120659776
3,2,0,47.69468625843004
3,2,1,31.91365173211552
3,2,2,39.22643879827451
3,2,3,34.013529838709324
3,2,4,49.931265352680235
3,2,5,44.02635480598491
3,2,6,44.98701136832707
3,2,7,41.20679756550747
3,2,8,41.38574676800661
3,2,9,39.175180425751435
3,3,0,28.98090539416679
3,3,1,19.3957476586964
3,3,2,45.81811933337463
3,3,3,48.42693690817044
3,3,4,37.347175410265734
3,3,5,36.14912994491996
3,3,6,42.91402343187081
3,3,7,49.9906655273272
3,3,8,52.59407881248032
3,3,9,60.489781310524215
3,4,0,25.21297661107903
3,4,1,44.93789541108063
3,4,2,43.611076194818196
3,4,3,44.29189928006929
3,4,4,43.45007907046299
3,4,5,44.34033782586887
3,4,6,30.75225198648196
3,4,7,43.33608259076409
3,4,8,57.1875862788347
3,4,9,39.83374602732896
3,5,0,40.29098805298006
3,5,1,35.67586104392751
3,5,2,41.05537761029449
3,5,3,52.3274640353077
3,5,4,45.75417858244711
3,5,5,57.47438261471858
3,5,6,61.474624753584315
3,5,7,67.01530314638629
3,5,8,57.99407494051012
3,5,9,59.8155046302687
3,6,0,30.222840956155327
3,6,1,43.152783018710835
3,6,2,60.08638046416266
3,6,3,62.2053609933451
3,6,4,60.25908578933944
3,6,5,61.586039140699086
3,6,6,58.501637205754584
3,6,7,62.0051098808825
3,6,8,70.56307036381064
3,6,9,47.96968376150311
3,7,0,55.55891865978161
3,7,1,35.50370958582876
3,7,2,38.20923349015402
3,7,3,50.18509481082353
3,7,4,52.260962185611206
3,7,5,52.52613601597184
3,7,6,49.74392467198101
3,7,7,65.86443764828542
3,7,8,45.43586507448667
3,7,9,55.45557235924835
3,8,0,51.39724266477541
3,8,1,39.454810901251705
3,8,2,52.30801215576768
3,8,3,48.637877212574374
3,8,4,45.28020186213211
3,8,5,62.99710401688956
3,8,6,59.452570134535364
3,8,7,71.36892145784009
3,8,8,48.5952706488046
3,8,9,84.23406700504248
3,9,0,54.10779055599502
3,9,1,46.662470145113076
3,9,2,43.76733863238498
3,9,3,54.22321073722327
3,9,4,63.08031449889015
3,9,5,63.896489730014814
3,9,6,70.9780872573597
3,9,7,55.97788908983512
3,9,8,50.15454846212043
3,9,9,76.27286389766161
3,10,0,41.522955642029515
3,10,1,54.452064149235056
3,10,2,49.72808431485572
3,10,3,49.58627815433628
3,10,4,54.1874193105222
3,10,5,65.61416315622112
3,10,6,64.85139110061787
3,10,7,83.37690565544753
3,10,8,72.37603729888316
3,10,9,67.79683295244277
3,11,0,33.96194815818504
3,11,1,47.1370305665961
3,11,2,37.88765154063147
3,11,3,67.42515684456902
3,11,4,74.57829328980753
3,11,5,53.63715745600779
3,11,6,68.92707944008689
3,11,7,69.02796649107752
3,11,8,67.51794458388348
3,11,9,63.81074062085762
3,12,0,47.750909005642086
3,12,1,46.325811615884135
3,12,2,61.55143429453831
3,12,3,47.98904921534733
3,12,4,43.2677462140748
3,12,5,66.58684200888713
3,12,6,68.34709179595824
3,12,7,68.69164553406225
3,12,8,56.343227890052404
3,12,9,58.183512507991765
3,13,0,40.22066001775287
3,13,1,36.80147472969896
3,13,2,68.09271350975122
3,13,3,62.041759541767526
3,13,4,64.10340753300093
3,13,5,66.19576538117633
3,13,6,61.63062174286467
3,13,7,62.44967810212824
3,13,8,62.06191679341772
3,13,9,58.014901253997934
3,14,0,37.57920356061305
3,14,1,34.90272030264178
3,14,2,56.14975168874493
3,14,3,56.717954622050556
3,14,4,61.093179963700685
3,14,5,78.55223296046852
3,14,6,40.46590599983511
3,14,7,59.32190400404159
3,14,8,60.793431705761925
3,14,9,67.34440725294765
3,15,0,29.416861366294363
3,15,1,29.421942130597824
3,15,2,29.382418218391297
3,15,3,48.19593384673031
3,15,4,70.5173209064486
3,15,5,60.080521676495295
3,15,6,73.09351328941482
3,15,7,43.045513054035226
3,15,8,62.65172168300435
3,15,9,72.87089484507848
3,16,0,42.24089078224505
3,16,1,51.16668658235153
3,16,2,41.56253296823106
3,16,3,38.54224630552212
3,16,4,39.19184388884211
3,16,5,47.74891231613726
3,16,6,46.32205718040301
3,16,7,48.73771117321143
3,16,8,57.366631729790726
3,16,9,59.62270273017239
3,17,0,30.517086215537958
3,17,1,35.53231887957247
3,17,2,49.373747751929756
3,17,3,37.11388263682737
3,17,4,33.23187658739479
3,17,5,54.4254231924189
3,17,6,46.698731096705245
3,17,7,38.1125393722968
3,17,8,63.74857761463332
3,17,9,37.24135658378095
3,18,0,32.88640034830843
3,18,1,37.60649023461896
3,18,2,41.07071879119958
3,18,3,33.77643515515016
3,18,4,57.18940581513535
3,18,5,46.26835652135482
3,18,6,44.54242200353351
3,18,7,53.17099450924779
3,18,8,34.74497933045103
3,18,9,48.30034488953425
3,19,0,15.325368530732488
3,19,1,35.74765267026231
3,19,2,34.72392841606498
3,19,3,32.03034235794699
3,19,4,33.62461497501527
3,19,5,32.84224113549717
3,19,6,39.76861883255774
3,19,7,52.78623408344431
3,19,8,35.48655137325486
3,19,9,53.32950611774206
4,0,0,27.254090024363396
4,0,1,36.85579499922003
4,0,2,26.74625521533075
4,0,3,28.54547965638246
4,0,4,32.706092299700266
4,0,5,39.08399513564585
4,0,6,51.8757093226917
4,0,7,58.57612699821604
4,0,8,31.328885338335212
4,0,9,31.426195156745912
4,1,0,37.073948522826186
4,1,1,41.81379215875863
4,1,2,39.02583513975677
4,1,3,38.58775068579493
4,1,4,18.528327946250357
4,1,5,39.327692223028485
4,1,6,54.81000302872877
4,1,7,31.195263509594678
4,1,8,39.871191923403224
4,1,9,56.01449717922748
4,2,0,48.62468365134782
4,2,1,42.74237646084253
4,2,2,27.666819700829908
4,2,3,40.809388261852256
4,2,4,47.0344714238675
4,2,5,53.94408880870086
4,2,6,60.118807572460945
4,2,7,62.20877998587609
4,2,8,44.15278759711309
4,2,9,30.508890317611133
4,3,0,29.7944903594884
4,3,1,33.79445660483093
4,3,2,49.07464979412686
4,3,3,41.76959374340174
4,3,4,48.562568366176336
4,3,5,49.27397899597562
4,3,6,48.644939450147575
4,3,7,53.372905409847995
4,3,8,44.89599107237791
4,3,9,48.91025486753889
4,4,0,36.46022323628143
4,4,1,37.09470828935411
4,4,2,55.417334165743895
4,4,3,40.04169120110017
4,4,4,50.20369937883904
4,4,5,37.11219657172037
4,4,6,68.73299199292734
4,4,7,47.45650282747728
4,4,8,58.33904940660468
4,4,9,43.11997512726253
4,5,0,26.34645789365642
4,5,1,64.59564777221665
4,5,2,62.103073954150766
4,5,3,49.09049561701342
4,5,4,65.97005926686366
4,5,5,44.33920935141643
4,5,6,49.9699840441015
4,5,7,51.50071114117982
4,5,8,43.767601859644266
4,5,9,45.814140442462296
4,6,0,49.354166700251575
4,6,1,42.98759507620917
4,6,2,60.70685174920367
4,6,3,48.293928326901245
4,6,4,48.22516333445026
4,6,5,57.9534712978681
4,6,6,64.85205600013492
4,6,7,70.28263389557304
4,6,8,62.48698372781286
4,6,9,46.93760875444957
4,7,0,47.06721496158473
4,7,1,28.28713273990574
4,7,2,64.88992959157557
4,7,3,49.27164023637294
4,7,4,44.68505473197537
4,7,5,59.121150359090656
4,7,6,55.79563813248776
4,7,7,71.52067562461967
4,7,8,54.0977390159124
4,7,9,72.29005389588535
4,8,0,50.486011688924094
4,8,1,60.941049413882595
4,8,2,37.51064849370014
4,8,3,60.00501746606025
4,8,4,62.54107491467763
4,8,5,76.97955391030521
4,8,6,73.49063228039373
4,8,7,78.08650857248591
4,8,8,50.24159259997264
4,8,9,60.9314782986347
4,9,0,41.74144079027427
4,9,1,38.30889773293044
4,9,2,52.38894183283057
4,9,3,51.65489505767429
4,9,4,59.02718973039269
4,9,5,66.273336512928
4,9,6,83.77387589121363
4,9,7,87.53044419245255
4,9,8,72.02266326694851
4,9,9,67.4485461467121
4,10,0,48.19856785579309
4,10,1,43.5627338905741
4,10,2,48.61218314923543
4,10,3,54.58761966669636
4,10,4,53.762603533095955
4,10,5,62.60462449059443
4,10,6,87.50314464987122
4,10,7,70.421982427512
4,10,8,62.41656455222314
4,10,9,63.75304464020742
4,11,0,30.22561975853848
4,11,1,29.47220103318111
4,11,2,50.14223713360635
4,11,3,52.106675628239074
4,11,4,71.19528911511298
4,11,5,31.914900098823303
4,11,6,67.53077370198675
4,11,7,73.4956753929712
4,11,8,67.24408644717374
4,11,9,55.16021738493719
4,12,0,50.902681264767544
4,12,1,51.4004761433965
4,12,2,58.491308536882556
4,12,3,60.39200990343079
4,12,4,61.77845791502459
4,12,5,55.57643514856895
4,12,6,73.39994727805012
4,12,7,54.899679621492915
4,12,8,66.78990782685534
4,12,9,65.25755260975829
4,13,0,42.20108603429123
4,13,1,44.88833625001859
4,13,2,48.8984006638375
4,13,3,61.74065430040938
4,13,4,50.41598700428961
4,13,5,62.85673604846167
4,13,6,58.327773925274094
4,13,7,45.77033081007974
4,13,8,49.52881316442106
4,13,9,82.64569418660312
4,14,0,36.46670790711717
4,14,1,38.68718527089281
4,14,2,39.29370496532299
4,14,3,52.86418669787033
4,14,4,56.5023903798122
4,14,5,58.07531126319606
4,14,6,47.0712370745987
4,14,7,66.21930978365747
4,14,8,60.85849868380537
4,14,9,66.31901432686806
4,15,0,32.6925520468761
4,15,1,36.02580036608866
4,15,2,41.34945065394362
4,15,3,42.52159528909376
4,15,4,41.28443972667462
4,15,5,36.80890857536419
4,15,6,58.05995119804823
4,15,7,64.91312926270328
4,15,8,76.61471847036059
4,15,9,57.41169411069627
4,16,0,49.68319446877954
4,16,1,23.79203575871896
4,16,2,49.46891557540525
4,16,3,40.43566058084794
4,16,4,46.56814016980248
4,16,5,48.35570618863788
4,16,6,55.68372544798861
4,16,7,50.18962432279921
4,16,8,38.00107798833477
4,16,9,47.69668857460807
4,17,0,33.298835152333126
4,17,1,30.78521060752285
4,17,2,54.857731394192136
4,17,3,37.66786903044483
4,17,4,47.94967736739087
4,17,5,45.28491506356368
4,17,6,44.751881020005094
4,17,7,59.22942985760828
4,17,8,50.30064229427534
4,17,9,47.13179672654574
4,18,0,41.97727440419851
4,18,1,28.34828410606174
4,18,2,44.596403236921525
4,18,3,27.65822230419236
4,18,4,32.37673783821501
4,18,5,30.62881326008541
4,18,6,33.69639890266242
4,18,7,31.685509519079908
4,18,8,50.22329802315514
4,18,9,42.7298701495291
4,19,0,53.16206266123476
4,19,1,53.16745926365962
4,19,2,27.452306060105258
4,19,3,36.18265592898989
4,19,4,52.6216045161071
4,19,5,30.00904794387082
4,19,6,39.79610355307609
4,19,7,54.276793562280915
