Amine,Bromide,Catalyst,Solvent,Base,yield
3,2,16,3,c,17.257404
3,2,17,1,a,74.17666
3,2,17,1,b,73.832214
3,2,17,1,c,17.373167
3,2,17,2,a,88.933464
3,2,17,2,b,86.66359
3,2,17,2,c,24.204845
3,2,17,3,a,72.04863
3,2,17,3,b,71.87335
3,2,17,3,c,16.282913
3,2,18,1,a,72.76256
3,2,18,1,b,72.50158
3,2,18,1,c,12.335881
3,2,18,2,a,83.21615
3,2,18,2,b,85.860985
3,2,18,2,c,18.537952
3,2,18,3,a,74.14917
3,2,18,3,b,73.97023
3,2,18,3,c,13.642772
3,2,19,1,a,72.80912
3,2,19,1,b,65.307625
3,2,19,1,c,12.377995
3,2,19,2,a,86.87676
3,2,19,2,b,81.044235
3,2,19,2,c,19.199516
3,2,19,3,a,73.99165
3,2,19,3,b,66.335304
3,2,19,3,c,12.811576
3,2,20,1,a,73.436005
3,2,20,1,b,70.93904
3,2,20,1,c,13.614533
3,2,20,2,a,87.914696
3,2,20,2,b,85.48378
3,2,20,2,c,21.39453
3,2,20,3,a,73.91491
3,2,20,3,b,70.75915
3,2,20,3,c,14.6942005
3,2,21,1,a,76.73774
3,2,21,1,b,67.05003
3,2,21,1,c,11.615846
3,2,21,2,a,87.758125
3,2,21,2,b,80.21323
3,2,21,2,c,16.315634
3,2,21,3,a,75.97755
3,2,21,3,b,65.447655
3,2,21,3,c,11.3136
3,3,1,1,a,7.2548103
3,3,1,1,b,14.968788
3,3,1,1,c,0.8055214
3,3,1,2,a,12.7481
3,3,1,2,b,21.827517
3,3,1,2,c,1.2122726
3,3,1,3,a,7.133881
3,3,1,3,b,15.909191
3,3,1,3,c,0.70705754
3,3,2,1,a,28.145037
3,3,2,1,b,26.123905
3,3,2,1,c,7.6658015
3,3,2,2,a,38.604134
3,3,2,2,b,37.079834
3,3,2,2,c,9.141203
3,3,2,3,a,28.11294
3,3,2,3,b,27.52545
3,3,2,3,c,7.3002114
3,3,3,1,a,3.0221665
3,3,3,1,b,0.38124716
3,3,3,1,c,0.9321833
3,3,3,2,a,4.024874
3,3,3,2,b,1.0942172
3,3,3,2,c,0.6241999
3,3,3,3,a,2.1362526
3,3,3,3,b,0.24810754
3,3,3,3,c,0.6713619
3,3,4,1,a,13.229795
3,3,4,1,b,3.767275
3,3,4,1,c,1.1082661
3,3,4,2,a,20.24013
3,3,4,2,b,7.0556574
3,3,4,2,c,1.3457825
3,3,4,3,a,12.521724
3,3,4,3,b,3.0563934
3,3,4,3,c,0.9842098
3,3,5,1,a,7.586274
3,3,5,1,b,5.1716805
3,3,5,1,c,1.0673735
3,3,5,2,a,12.579535
3,3,5,2,b,9.737719
3,3,5,2,c,1.3600675
3,3,5,3,a,6.7498374
3,3,5,3,b,4.8866634
3,3,5,3,c,0.9654334
3,3,6,1,a,5.741333
3,3,6,1,b,1.914082
3,3,6,1,c,0.68696517
3,3,6,2,a,6.9448037
3,3,6,2,b,3.320809
3,3,6,2,c,0.5650296
3,3,6,3,a,4.6676617
3,3,6,3,b,1.6432177
3,3,6,3,c,0.7828055
3,3,7,1,a,41.19213
3,3,7,1,b,14.529781
3,3,7,1,c,32.5153
3,3,7,2,a,53.540627
3,3,7,2,b,30.312511
3,3,7,2,c,40.98709
3,3,7,3,a,42.27526
3,3,7,3,b,18.40337
3,3,7,3,c,33.93074
3,3,8,1,a,39.06223
3,3,8,1,b,20.901783
3,3,8,1,c,31.346252
3,3,8,2,a,51.953335
3,3,8,2,b,35.640232
3,3,8,2,c,39.23665
3,3,8,3,a,39.121754
3,3,8,3,b,22.92672
3,3,8,3,c,31.932674
3,3,9,1,a,33.774105
3,3,9,1,b,10.1261835
3,3,9,1,c,32.372555
3,3,9,2,a,43.375298
3,3,9,2,b,22.455076
3,3,9,2,c,39.823357
3,3,9,3,a,35.071575
3,3,9,3,b,13.601823
3,3,9,3,c,33.31682
3,3,10,1,a,14.525307
3,3,10,1,b,15.011284
3,3,10,1,c,2.3011167
3,3,10,2,a,22.245888
3,3,10,2,b,23.985226
3,3,10,2,c,4.1182895
3,3,10,3,a,14.94363
3,3,10,3,b,16.874271
3,3,10,3,c,2.4886675
3,3,11,1,a,14.579014
3,3,11,1,b,10.399303
3,3,11,1,c,0.6337045
3,3,11,2,a,19.216843
3,3,11,2,b,17.58055
3,3,11,2,c,0.80122495
3,3,11,3,a,14.655102
3,3,11,3,b,10.325489
3,3,11,3,c,0.6287406
3,3,12,1,a,8.812032
3,3,12,1,b,12.978149
3,3,12,1,c,0.5903951
3,3,12,2,a,14.120342
3,3,12,2,b,21.433334
3,3,12,2,c,0.84265864
3,3,12,3,a,8.634213
3,3,12,3,b,14.0821085
3,3,12,3,c,0.5712816
3,3,13,1,a,4.613754
3,3,13,1,b,14.753282
3,3,13,1,c,0.6070551
3,3,13,2,a,6.964896
3,3,13,2,b,16.506205
3,3,13,2,c,0.80640835
3,3,13,3,a,3.3413696
3,3,13,3,b,13.641022
3,3,13,3,c,0.59396523
3,3,14,1,a,32.514946
3,3,14,1,b,16.327513
3,3,14,1,c,16.716036
3,3,14,2,a,44.516617
3,3,14,2,b,30.663591
3,3,14,2,c,23.551987
3,3,14,3,a,32.331436
3,3,14,3,b,19.167202
3,3,14,3,c,17.245884
3,3,16,1,a,49.14681
3,3,16,1,b,17.452639
3,3,16,1,c,6.7043667
3,3,16,2,a,50.862484
3,3,16,2,b,24.06656
3,3,16,2,c,7.106165
3,3,16,3,a,46.63012
3,3,16,3,b,18.020948
3,3,16,3,c,6.462842
3,3,17,1,a,29.67473
3,3,17,1,b,29.819141
3,3,17,1,c,3.8562474
3,3,17,2,a,38.61398
3,3,17,2,b,37.990543
3,3,17,2,c,6.179351
3,3,17,3,a,28.022549
3,3,17,3,b,29.061771
3,3,17,3,c,3.6816692
3,3,18,1,a,16.855364
3,3,18,1,b,9.706578
3,3,18,1,c,0.8293238
3,3,18,2,a,23.522009
3,3,18,2,b,19.901491
3,3,18,2,c,0.9549832
3,3,18,3,a,19.100718
3,3,18,3,b,11.9558935
3,3,18,3,c,0.9318798
3,3,19,1,a,20.641483
3,3,19,1,b,10.30483
3,3,19,1,c,1.115265
3,3,19,2,a,30.541798
3,3,19,2,b,21.54003
3,3,19,2,c,1.8411438
3,3,19,3,a,22.189365
3,3,19,3,b,12.7409725
3,3,19,3,c,1.0039034
3,3,20,1,a,18.025467
3,3,20,1,b,15.919884
3,3,20,1,c,0.48369583
3,3,20,2,a,29.129076
3,3,20,2,b,27.078331
3,3,20,2,c,1.2554393
3,3,20,3,a,18.566824
3,3,20,3,b,17.250387
3,3,20,3,c,0.44820157
3,3,21,1,a,25.667505
3,3,21,1,b,17.772308
3,3,21,1,c,1.0396959
3,3,21,2,a,34.228123
3,3,21,2,b,24.297054
3,3,21,2,c,1.2073041
3,3,21,3,a,25.28832
3,3,21,3,b,17.768816
3,3,21,3,c,0.7962658
3,5,1,1,a,28.932613
3,5,1,1,b,45.692333
3,5,1,1,c,2.5188644
3,5,1,2,a,39.850903
3,5,1,2,b,52.211346
3,5,1,2,c,3.5261064
3,5,1,3,a,29.457886
3,5,1,3,b,45.70291
3,5,1,3,c,2.424434
3,5,2,1,a,45.939163
3,5,2,1,b,47.265697
3,5,2,1,c,13.321513
3,5,2,2,a,60.661324
3,5,2,2,b,60.09716
3,5,2,2,c,16.733965
3,5,2,3,a,46.318108
3,5,2,3,b,48.564503
3,5,2,3,c,14.083383
3,5,3,1,a,15.281141
3,5,3,1,b,14.887268
3,5,3,1,c,1.0312917
3,5,3,2,a,17.8401
3,5,3,2,b,14.811983
3,5,3,2,c,0.7300747
3,5,3,3,a,13.731279
3,5,3,3,b,13.903748
3,5,3,3,c,0.7522769
3,5,4,1,a,32.83654
3,5,4,1,b,20.16705
3,5,4,1,c,1.5877519
3,5,4,2,a,42.660248
3,5,4,2,b,24.98336
3,5,4,2,c,2.089318
3,5,4,3,a,32.477097
3,5,4,3,b,18.576513
3,5,4,3,c,1.569708
3,5,5,1,a,25.504387
3,5,5,1,b,27.636806
3,5,5,1,c,2.5864563
3,5,5,2,a,35.165516
3,5,5,2,b,33.811
3,5,5,2,c,3.150619
3,5,5,3,a,25.561733
3,5,5,3,b,26.417702
3,5,5,3,c,2.5320482
3,5,6,1,a,20.969383
3,5,6,1,b,21.087294
3,5,6,1,c,1.9375417
3,5,6,2,a,25.631731
3,5,6,2,b,23.219835
3,5,6,2,c,1.8732831
3,5,6,3,a,19.744022
3,5,6,3,b,19.18185
3,5,6,3,c,1.6660184
3,5,7,1,a,25.570137
3,5,7,1,b,27.903334
3,5,7,1,c,10.519116
3,5,7,2,a,39.913994
3,5,7,2,b,38.996395
3,5,7,2,c,18.71906
3,5,7,3,a,26.28331
3,5,7,3,b,28.875864
3,5,7,3,c,12.157331
3,5,8,1,a,26.40894
3,5,8,1,b,31.053858
3,5,8,1,c,8.935358
3,5,8,2,a,42.001534
3,5,8,2,b,43.397404
3,5,8,2,c,16.59006
3,5,8,3,a,25.252625
3,5,8,3,b,30.85366
3,5,8,3,c,9.353829
3,5,9,1,a,21.709965
3,5,9,1,b,25.538658
3,5,9,1,c,11.158974
3,5,9,2,a,35.193226
3,5,9,2,b,34.8033
3,5,9,2,c,17.489851
3,5,9,3,a,22.1199
3,5,9,3,b,26.506994
3,5,9,3,c,12.662201
3,5,10,1,a,36.84738
3,5,10,1,b,43.931046
3,5,10,1,c,6.082776
3,5,10,2,a,46.821426
3,5,10,2,b,52.47435
3,5,10,2,c,10.240523
3,5,10,3,a,38.031635
3,5,10,3,b,45.186638
3,5,10,3,c,6.9535313
3,5,11,1,a,43.904957
3,5,11,1,b,40.68954
3,5,11,1,c,2.99837
3,5,11,2,a,53.109116
3,5,11,2,b,50.321487
3,5,11,2,c,4.379711
3,5,11,3,a,45.526974
3,5,11,3,b,40.824593
3,5,11,3,c,3.4538844
3,5,12,1,a,37.831814
3,5,12,1,b,46.754154
3,5,12,1,c,2.2400095
3,5,12,2,a,47.65988
3,5,12,2,b,55.559372
3,5,12,2,c,3.8736663
3,5,12,3,a,37.82059
3,5,12,3,b,47.13896
3,5,12,3,c,2.73085
3,5,13,1,a,28.267612
3,5,13,1,b,56.235687
3,5,13,1,c,1.1063651
3,5,13,2,a,33.723427
3,5,13,2,b,58.5738
3,5,13,2,c,2.1291444
3,5,13,3,a,27.018312
3,5,13,3,b,54.94045
3,5,13,3,c,1.2163068
3,5,14,1,a,33.085503
3,5,14,1,b,38.395527
3,5,14,1,c,10.106091
3,5,14,2,a,45.421284
3,5,14,2,b,51.14038
3,5,14,2,c,15.806411
3,5,14,3,a,31.747696
3,5,14,3,b,39.127903
3,5,14,3,c,10.440309
3,5,16,1,a,61.31455
3,5,16,1,b,50.141773
3,5,16,1,c,13.192018
3,5,16,2,a,66.57453
3,5,16,2,b,55.32759
3,5,16,2,c,14.302202
3,5,16,3,a,59.814503
3,5,16,3,b,49.592754
3,5,16,3,c,12.858284
3,5,17,1,a,57.90423
3,5,17,1,b,69.871346
3,5,17,1,c,11.344938
3,5,17,2,a,69.84521
3,5,17,2,b,77.286835
3,5,17,2,c,15.469584
3,5,17,3,a,56.91639
3,5,17,3,b,69.42217
3,5,17,3,c,10.967134
3,5,18,1,a,53.4171
3,5,18,1,b,47.206154
3,5,18,1,c,3.6436267
3,5,18,2,a,64.09341
3,5,18,2,b,59.15202
3,5,18,2,c,5.947114
3,5,18,3,a,56.51407
3,5,18,3,b,48.952084
3,5,18,3,c,4.6567264
3,5,19,1,a,49.582333
3,5,19,1,b,43.18289
3,5,19,1,c,2.9821749
3,5,19,2,a,63.825005
3,5,19,2,b,56.090313
3,5,19,2,c,5.966317
3,5,19,3,a,52.60399
3,5,19,3,b,45.367584
3,5,19,3,c,3.9896326
3,5,20,1,a,49.83476
3,5,20,1,b,56.557472
3,5,20,1,c,4.6761084
3,5,20,2,a,63.43364
3,5,20,2,b,66.430954
3,5,20,2,c,8.180932
3,5,20,3,a,51.198067
3,5,20,3,b,57.23264
3,5,20,3,c,5.2630486
3,5,21,1,a,63.11934
3,5,21,1,b,64.31718
3,5,21,1,c,7.395522
3,5,21,2,a,75.11909
3,5,21,2,b,69.829094
3,5,21,2,c,9.382283
3,5,21,3,a,63.674957
3,5,21,3,b,63.103855
3,5,21,3,c,7.8648934
3,9,1,1,a,1.9684618
3,9,1,1,b,8.12293
3,9,1,1,c,0.44095042
3,9,1,2,a,2.8618913
3,9,1,2,b,9.449071
3,9,1,2,c,0.46553886
3,9,1,3,a,1.8173399
3,9,1,3,b,8.111266
3,9,1,3,c,0.4589264
3,9,2,1,a,4.3753314
3,9,2,1,b,12.869452
3,9,2,1,c,0.90232813
3,9,2,2,a,6.175568
3,9,2,2,b,17.291517
3,9,2,2,c,0.83720696
3,9,2,3,a,3.8293412
3,9,2,3,b,13.679328
3,9,2,3,c,0.6916103
3,9,3,1,a,1.3821039
3,9,3,1,b,0.46288314
3,9,3,1,c,0.5121224
3,9,3,2,a,1.4662077
3,9,3,2,b,0.6920192
3,9,3,2,c,0.41242406
3,9,3,3,a,1.1157305
3,9,3,3,b,0.44493198
3,9,3,3,c,0.45407903
3,9,4,1,a,2.386419
3,9,4,1,b,1.9988357
3,9,4,1,c,0.38823032
3,9,4,2,a,2.8994951
3,9,4,2,b,2.0233312
3,9,4,2,c,0.2885591
3,9,4,3,a,2.033264
3,9,4,3,b,1.5054381
3,9,4,3,c,0.28070113
3,9,5,1,a,0.7478667
3,9,5,1,b,2.5861964
3,9,5,1,c,0.38370165
3,9,5,2,a,0.96000826
3,9,5,2,b,3.425577
3,9,5,2,c,0.42590448
3,9,5,3,a,0.61760193
3,9,5,3,b,2.6443338
3,9,5,3,c,0.39241055
3,9,6,1,a,2.018324
3,9,6,1,b,2.3994474
3,9,6,1,c,0.29565075
3,9,6,2,a,2.0283878
3,9,6,2,b,2.6598191
3,9,6,2,c,0.28864375
3,9,6,3,a,1.7687067
3,9,6,3,b,2.3425608
3,9,6,3,c,0.34439442
3,9,7,1,a,9.899877
3,9,7,1,b,12.570077
3,9,7,1,c,0.2708242
3,9,7,2,a,18.196999
3,9,7,2,b,21.674309
3,9,7,2,c,2.0268948
3,9,7,3,a,10.57859
3,9,7,3,b,14.748821
3,9,7,3,c,0.9204585
3,9,8,1,a,7.6249747
3,9,8,1,b,13.664733
3,9,8,1,c,-0.3431953
3,9,8,2,a,15.360571
3,9,8,2,b,23.046688
3,9,8,2,c,0.85220987
3,9,8,3,a,7.5073295
3,9,8,3,b,15.455829
3,9,8,3,c,-0.446484
3,9,9,1,a,4.405233
3,9,9,1,b,9.186866
3,9,9,1,c,-0.30803677
3,9,9,2,a,8.284384
3,9,9,2,b,16.363611
3,9,9,2,c,0.5528866
3,9,9,3,a,4.8081574
3,9,9,3,b,11.603816
3,9,9,3,c,-0.051656406
3,9,10,1,a,6.270163
3,9,10,1,b,7.503077
3,9,10,1,c,0.4266747
3,9,10,2,a,8.8368635
3,9,10,2,b,11.049665
3,9,10,2,c,0.62210375
3,9,10,3,a,5.9222994
3,9,10,3,b,8.0496
3,9,10,3,c,0.35988826
3,9,11,1,a,2.3071775
3,9,11,1,b,3.994257
3,9,11,1,c,0.4484305
3,9,11,2,a,3.2530615
3,9,11,2,b,5.399474
3,9,11,2,c,0.27805752
3,9,11,3,a,2.1582773
3,9,11,3,b,4.0505004
3,9,11,3,c,0.3198582
3,9,12,1,a,1.4967626
3,9,12,1,b,4.33819
3,9,12,1,c,0.4384489
3,9,12,2,a,2.125198
3,9,12,2,b,6.2281456
3,9,12,2,c,0.5437431
3,9,12,3,a,1.6677788
3,9,12,3,b,4.6302266
3,9,12,3,c,0.43895924
3,9,13,1,a,1.1655984
3,9,13,1,b,3.9766116
3,9,13,1,c,0.2206557
3,9,13,2,a,1.4895488
3,9,13,2,b,4.088612
3,9,13,2,c,0.37026063
3,9,13,3,a,0.8474605
3,9,13,3,b,3.7754986
3,9,13,3,c,0.26392227
3,9,14,1,a,8.865242
3,9,14,1,b,21.61473
3,9,14,1,c,1.503596
3,9,14,2,a,12.710198
3,9,14,2,b,29.222416
3,9,14,2,c,2.4077518
3,9,14,3,a,8.10724
3,9,14,3,b,22.206226
3,9,14,3,c,1.4328704
3,9,16,1,a,22.286718
3,9,16,1,b,15.974811
3,9,16,1,c,2.725462
3,9,16,2,a,22.315569
3,9,16,2,b,18.328142
3,9,16,2,c,2.9725826
3,9,16,3,a,20.212004
3,9,16,3,b,16.493265
3,9,16,3,c,2.6319096
3,9,17,1,a,11.496217
3,9,17,1,b,21.035486
3,9,17,1,c,1.369702
3,9,17,2,a,14.964411
3,9,17,2,b,23.80076
3,9,17,2,c,1.8594785
3,9,17,3,a,10.88823
3,9,17,3,b,20.347034
3,9,17,3,c,1.280168
3,9,18,1,a,1.6592561
3,9,18,1,b,3.5903604
3,9,18,1,c,0.038660392
3,9,18,2,a,2.804154
3,9,18,2,b,6.1273437
3,9,18,2,c,0.057681773
3,9,18,3,a,2.0580876
3,9,18,3,b,4.382649
3,9,18,3,c,-0.07705141
3,9,19,1,a,2.737517
3,9,19,1,b,3.1712809
3,9,19,1,c,0.3930405
3,9,19,2,a,3.1884658
3,9,19,2,b,5.626076
3,9,19,2,c,0.35043132
3,9,19,3,a,2.40452
3,9,19,3,b,3.9482284
3,9,19,3,c,0.361331
3,9,20,1,a,3.3401377
3,9,20,1,b,4.151792
3,9,20,1,c,0.3078603
3,9,20,2,a,6.0820475
3,9,20,2,b,8.120017
3,9,20,2,c,0.31269836
3,9,20,3,a,3.6052318
3,9,20,3,b,4.776007
3,9,20,3,c,0.21749058
3,9,21,1,a,3.9891858
3,9,21,1,b,7.3933115
3,9,21,1,c,0.56474453
3,9,21,2,a,5.0929484
3,9,21,2,b,8.916711
3,9,21,2,c,0.51785517
3,9,21,3,a,3.580168
3,9,21,3,b,7.670589
3,9,21,3,c,0.44576418
3,12,1,1,a,45.974678
3,12,1,1,b,64.205925
3,12,1,1,c,6.0014405
3,12,1,2,a,57.903084
3,12,1,2,b,72.46751
3,12,1,2,c,9.102037
3,12,1,3,a,45.455856
3,12,1,3,b,63.38349
3,12,1,3,c,6.147468
3,12,2,1,a,60.45872
3,12,2,1,b,63.650005
3,12,2,1,c,18.725597
3,12,2,2,a,78.31391
3,12,2,2,b,78.855804
3,12,2,2,c,26.139065
3,12,2,3,a,60.87314
3,12,2,3,b,64.463295
3,12,2,3,c,20.153017
3,12,3,1,a,21.409966
3,12,3,1,b,19.949104
3,12,3,1,c,1.3794984
3,12,3,2,a,26.51057
3,12,3,2,b,23.003662
3,12,3,2,c,1.3009963
3,12,3,3,a,19.051157
3,12,3,3,b,19.041073
3,12,3,3,c,0.9807209
3,12,4,1,a,46.758575
3,12,4,1,b,35.376877
3,12,4,1,c,5.4406953
3,12,4,2,a,56.6925
3,12,4,2,b,41.68862
3,12,4,2,c,8.111055
3,12,4,3,a,46.041893
3,12,4,3,b,34.098858
3,12,4,3,c,5.1241384
3,12,5,1,a,41.389355
3,12,5,1,b,45.11948
3,12,5,1,c,7.371122
3,12,5,2,a,52.161907
3,12,5,2,b,53.308395
3,12,5,2,c,10.122059
3,12,5,3,a,40.61818
3,12,5,3,b,43.436165
3,12,5,3,c,7.6899905
3,12,6,1,a,30.217495
3,12,6,1,b,29.054886
3,12,6,1,c,3.5518422
3,12,6,2,a,36.703583
3,12,6,2,b,33.72866
3,12,6,2,c,4.1100264
3,12,6,3,a,29.02083
3,12,6,3,b,27.307571
3,12,6,3,c,3.0801477
3,12,7,1,a,43.328617
3,12,7,1,b,40.15049
3,12,7,1,c,24.29206
3,12,7,2,a,62.276543
3,12,7,2,b,55.303814
3,12,7,2,c,39.458282
3,12,7,3,a,44.023903
3,12,7,3,b,41.428547
3,12,7,3,c,27.735888
3,12,8,1,a,45.68289
3,12,8,1,b,47.28514
3,12,8,1,c,22.727627
3,12,8,2,a,66.02885
3,12,8,2,b,64.401764
3,12,8,2,c,37.581993
3,12,8,3,a,44.105633
3,12,8,3,b,47.499863
3,12,8,3,c,24.31245
3,12,9,1,a,37.98667
3,12,9,1,b,38.380844
3,12,9,1,c,22.538595
3,12,9,2,a,56.83057
3,12,9,2,b,52.803425
3,12,9,2,c,34.63267
3,12,9,3,a,38.020657
3,12,9,3,b,39.645004
3,12,9,3,c,25.354576
3,12,10,1,a,44.83945
3,12,10,1,b,56.383057
3,12,10,1,c,7.8052745
3,12,10,2,a,57.79337
3,12,10,2,b,68.9657
3,12,10,2,c,14.241436
3,12,10,3,a,45.40027
3,12,10,3,b,57.788963
3,12,10,3,c,9.163264
3,12,11,1,a,58.737434
3,12,11,1,b,60.402103
3,12,11,1,c,6.1323843
3,12,11,2,a,69.176216
3,12,11,2,b,71.167274
3,12,11,2,c,9.827904
3,12,11,3,a,58.52192
3,12,11,3,b,59.655468
3,12,11,3,c,6.625974
3,12,12,1,a,53.44834
3,12,12,1,b,64.93404
3,12,12,1,c,4.8656864
3,12,12,2,a,64.68812
3,12,12,2,b,75.49048
3,12,12,2,c,8.300538
3,12,12,3,a,52.498306
3,12,12,3,b,64.54983
3,12,12,3,c,5.059563
3,12,13,1,a,40.88503
3,12,13,1,b,69.338646
3,12,13,1,c,3.6234744
3,12,13,2,a,48.165585
3,12,13,2,b,74.20722
3,12,13,2,c,5.9983697
3,12,13,3,a,39.060493
3,12,13,3,b,67.36794
3,12,13,3,c,3.4111874
3,12,14,1,a,47.4062
3,12,14,1,b,54.47034
3,12,14,1,c,16.278305
3,12,14,2,a,66.906044
3,12,14,2,b,71.56983
3,12,14,2,c,28.360899
3,12,14,3,a,46.419487
3,12,14,3,b,55.688442
3,12,14,3,c,17.87101
3,12,16,1,a,69.35544
3,12,16,1,b,54.994526
3,12,16,1,c,16.324669
3,12,16,2,a,77.972275
3,12,16,2,b,63.07503
3,12,16,2,c,18.923649
3,12,16,3,a,67.07476
3,12,16,3,b,53.912296
3,12,16,3,c,16.154453
3,12,17,1,a,74.278854
3,12,17,1,b,86.36219
3,12,17,1,c,18.953722
3,12,17,2,a,87.02618
3,12,17,2,b,94.344025
3,12,17,2,c,25.266403
3,12,17,3,a,72.07714
3,12,17,3,b,85.09492
3,12,17,3,c,18.176046
3,12,18,1,a,67.66635
3,12,18,1,b,64.68173
3,12,18,1,c,6.9357867
3,12,18,2,a,79.18467
3,12,18,2,b,77.76085
3,12,18,2,c,12.441701
3,12,18,3,a,69.42992
3,12,18,3,b,65.785995
3,12,18,3,c,8.508728
3,12,19,1,a,67.23744
3,12,19,1,b,60.175114
3,12,19,1,c,7.15727
3,12,19,2,a,82.02621
3,12,19,2,b,75.00741
3,12,19,2,c,13.812878
3,12,19,3,a,68.65362
3,12,19,3,b,61.3396
3,12,19,3,c,8.351736
3,12,20,1,a,69.58722
3,12,20,1,b,75.829575
3,12,20,1,c,11.856201
3,12,20,2,a,84.43871
3,12,20,2,b,86.945595
3,12,20,2,c,18.925018
3,12,20,3,a,70.30337
3,12,20,3,b,75.89586
3,12,20,3,c,12.636284
3,12,21,1,a,75.77433
3,12,21,1,b,73.95798
3,12,21,1,c,10.146279
3,12,21,2,a,88.38488
3,12,21,2,b,81.806816
3,12,21,2,c,14.72531
3,12,21,3,a,75.23746
3,12,21,3,b,72.69098
3,12,21,3,c,10.545881
3,13,1,1,a,51.6086
3,13,1,1,b,59.753593
3,13,1,1,c,8.478655
3,13,1,2,a,66.27596
3,13,1,2,b,70.65402
3,13,1,2,c,12.909942
3,13,1,3,a,52.253387
3,13,1,3,b,59.376877
3,13,1,3,c,8.91135
3,13,2,1,a,77.04916
3,13,2,1,b,68.70732
3,13,2,1,c,29.40491
3,13,2,2,a,94.669815
3,13,2,2,b,85.50408
