Amine,Bromide,Catalyst,Solvent,Base,yield
1,9,13,2,b,2.8335438
1,9,14,2,b,22.849741
1,9,16,2,b,13.145721
1,9,18,2,b,3.2528958
1,9,19,2,b,3.2120929
1,9,20,2,b,4.5150123
1,10,1,2,b,62.78135
1,10,2,2,b,68.907936
1,10,3,2,b,20.472158
1,10,4,2,b,45.90322
1,10,5,2,b,49.457027
1,10,6,2,b,30.157375
1,10,7,2,b,35.515594
1,10,9,2,b,33.073235
1,10,13,2,b,70.85282
1,10,14,2,b,51.658066
1,10,16,2,b,57.94687
1,10,18,2,b,64.78212
1,10,19,2,b,64.49513
1,10,20,2,b,83.82402
1,11,1,2,b,71.84493
1,11,2,2,b,78.28823
1,11,3,2,b,23.24735
1,11,4,2,b,35.81764
1,11,5,2,b,51.932236
1,11,6,2,b,30.930466
1,11,7,2,b,60.81869
1,11,9,2,b,60.153397
1,11,13,2,b,83.01617
1,11,14,2,b,72.89871
1,11,16,2,b,70.95931
1,11,18,2,b,71.68036
1,11,19,2,b,68.442444
1,11,20,2,b,83.446396
1,12,1,2,b,70.62636
1,12,2,2,b,68.030655
1,12,3,2,b,21.905989
1,12,4,2,b,44.50029
1,12,5,2,b,52.152912
1,12,6,2,b,33.478367
1,12,7,2,b,44.652855
1,12,9,2,b,44.71495
1,12,13,2,b,73.184296
1,12,14,2,b,62.159832
1,12,16,2,b,55.91782
1,12,18,2,b,73.21786
1,12,19,2,b,71.42375
1,12,20,2,b,86.11708
1,13,1,2,b,66.154015
1,13,2,2,b,74.065765
1,13,3,2,b,19.055714
1,13,4,2,b,39.921894
1,13,5,2,b,48.03029
1,13,6,2,b,33.13784
1,13,7,2,b,45.15518
1,13,9,2,b,41.9513
1,13,13,2,b,72.83452
1,13,14,2,b,59.934006
1,13,16,2,b,61.81628
1,13,18,2,b,77.45497
1,13,19,2,b,72.76362
1,13,20,2,b,82.720146
1,14,1,2,b,50.089386
1,14,2,2,b,65.45726
1,14,3,2,b,9.087572
1,14,4,2,b,22.094536
1,14,5,2,b,31.504305
1,14,6,2,b,17.074465
1,14,7,2,b,64.1661
1,14,9,2,b,60.760147
1,14,13,2,b,44.193306
1,14,14,2,b,73.43941
1,14,16,2,b,60.624607
1,14,18,2,b,58.69633
1,14,19,2,b,56.93539
1,14,20,2,b,61.5959
1,15,1,2,b,55.59186
1,15,2,2,b,65.49664
1,15,3,2,b,12.00678
1,15,4,2,b,30.872063
1,15,5,2,b,36.68663
1,15,6,2,b,17.79356
1,15,7,2,b,47.45586
1,15,9,2,b,41.47504
1,15,13,2,b,59.37791
1,15,14,2,b,56.35843
1,15,16,2,b,46.42532
1,15,18,2,b,55.783817
1,15,19,2,b,55.880703
1,15,20,2,b,68.73978
1,16,1,2,b,82.27668
1,16,2,2,b,93.02416
1,16,3,2,b,48.938335
1,16,4,2,b,60.292816
1,16,5,2,b,70.19295
1,16,6,2,b,47.664703
1,16,7,2,b,83.74611
1,16,9,2,b,84.04848
1,16,13,2,b,88.50868
1,16,14,2,b,89.73563
1,16,16,2,b,78.52611
1,16,18,2,b,77.5301
1,16,19,2,b,75.75739
1,16,20,2,b,92.26507
1,17,1,2,b,37.239338
1,17,2,2,b,56.385857
1,17,3,2,b,2.3197052
1,17,4,2,b,14.040648
1,17,5,2,b,22.224094
1,17,6,2,b,8.59613
1,17,7,2,b,60.23548
1,17,9,2,b,52.906487
1,17,13,2,b,28.321192
1,17,14,2,b,68.73922
1,17,16,2,b,39.9466
1,17,18,2,b,39.47139
1,17,19,2,b,37.307743
1,17,20,2,b,42.27743
1,18,1,2,b,63.362324
1,18,2,2,b,68.62153
1,18,3,2,b,17.647831
1,18,4,2,b,34.418247
1,18,5,2,b,45.90604
1,18,6,2,b,21.345287
1,18,7,2,b,51.237083
1,18,9,2,b,50.368637
1,18,13,2,b,69.076324
1,18,14,2,b,64.25165
1,18,16,2,b,49.80392
1,18,18,2,b,57.194603
1,18,19,2,b,58.40218
1,18,20,2,b,76.212616
1,19,1,2,b,3.345814
1,19,2,2,b,9.841068
1,19,3,2,b,0.31838456
1,19,4,2,b,1.2041177
1,19,5,2,b,1.5287207
1,19,6,2,b,0.7255909
1,19,7,2,b,10.120085
1,19,9,2,b,7.3053355
1,19,13,2,b,0.9726647
1,19,14,2,b,12.362885
1,19,16,2,b,4.4937935
1,19,18,2,b,1.6780328
1,19,19,2,b,1.7410963
1,19,20,2,b,3.1000326
1,20,1,2,b,8.883629
1,20,2,2,b,14.881321
1,20,3,2,b,0.054419305
1,20,4,2,b,3.3058426
1,20,5,2,b,4.6951575
1,20,6,2,b,1.212428
1,20,7,2,b,19.294157
1,20,9,2,b,16.288511
1,20,13,2,b,3.6409311
1,20,14,2,b,19.261522
1,20,16,2,b,7.083371
1,20,18,2,b,5.2068133
1,20,19,2,b,7.256834
1,20,20,2,b,12.483753
1,21,1,2,b,43.680634
1,21,2,2,b,48.252205
1,21,3,2,b,6.8218417
1,21,4,2,b,21.319155
1,21,5,2,b,23.335941
1,21,6,2,b,11.2746935
1,21,7,2,b,46.707096
1,21,9,2,b,39.33767
1,21,13,2,b,35.436184
1,21,14,2,b,53.14108
1,21,16,2,b,38.254623
1,21,18,2,b,38.643375
1,21,19,2,b,38.63711
1,21,20,2,b,51.528107
1,22,1,2,b,62.77979
1,22,2,2,b,75.25703
1,22,3,2,b,23.45645
1,22,4,2,b,40.105793
1,22,5,2,b,49.35271
1,22,6,2,b,23.950108
1,22,7,2,b,61.7305
1,22,9,2,b,63.216187
1,22,13,2,b,69.474014
1,22,14,2,b,72.25005
1,22,16,2,b,53.904808
1,22,18,2,b,57.166145
1,22,19,2,b,59.441525
1,22,20,2,b,79.42093
1,23,1,2,b,72.98556
1,23,2,2,b,79.86426
1,23,3,2,b,27.208345
1,23,4,2,b,41.953316
1,23,5,2,b,54.60346
1,23,6,2,b,36.6757
1,23,7,2,b,58.438328
1,23,9,2,b,62.705013
1,23,13,2,b,82.64536
1,23,14,2,b,75.128624
1,23,16,2,b,69.880066
1,23,18,2,b,79.590935
1,23,19,2,b,77.29419
1,23,20,2,b,89.22974
1,24,1,2,b,35.324017
1,24,2,2,b,57.323616
1,24,3,2,b,1.6735715
1,24,4,2,b,12.337553
1,24,5,2,b,20.51077
1,24,6,2,b,7.5168347
1,24,7,2,b,65.07304
1,24,9,2,b,57.01155
1,24,13,2,b,25.744543
1,24,14,2,b,72.627815
1,24,16,2,b,40.967407
1,24,18,2,b,37.426384
1,24,19,2,b,35.040386
1,24,20,2,b,38.593174
1,25,1,2,b,3.0246189
1,25,2,2,b,9.298058
1,25,3,2,b,-0.26497066
1,25,4,2,b,-0.11459951
1,25,5,2,b,1.0422119
1,25,6,2,b,-0.45217305
1,25,7,2,b,57.572468
1,25,9,2,b,53.574505
1,25,13,2,b,0.06486538
1,25,14,2,b,54.16716
1,25,16,2,b,7.558196
1,25,18,2,b,1.8947737
1,25,19,2,b,1.0654275
1,25,20,2,b,0.20599978
1,26,1,2,b,43.269424
1,26,2,2,b,46.773514
1,26,3,2,b,8.153615
1,26,4,2,b,20.623007
1,26,5,2,b,26.31371
1,26,6,2,b,15.488428
1,26,7,2,b,28.67898
1,26,9,2,b,24.529598
1,26,13,2,b,46.974262
1,26,14,2,b,37.266937
1,26,16,2,b,42.441753
1,26,18,2,b,46.66741
1,26,19,2,b,46.72549
1,26,20,2,b,57.615524
1,27,1,2,b,16.053242
1,27,2,2,b,34.37536
1,27,3,2,b,-0.38443142
1,27,4,2,b,2.1887834
1,27,5,2,b,5.513419
1,27,6,2,b,1.5499312
1,27,7,2,b,41.64582
1,27,9,2,b,36.643944
1,27,13,2,b,6.353372
1,27,14,2,b,47.860497
1,27,16,2,b,28.767672
1,27,18,2,b,13.232632
1,27,19,2,b,9.939543
1,27,20,2,b,9.790291
1,28,1,2,b,8.264266
1,28,2,2,b,20.813534
1,28,3,2,b,10.220323
1,28,4,2,b,6.6107726
1,28,5,2,b,5.949261
1,28,6,2,b,4.8128843
1,28,7,2,b,24.940414
1,28,9,2,b,26.332264
1,28,13,2,b,10.039978
1,28,14,2,b,26.752886
1,28,16,2,b,20.832346
1,28,18,2,b,4.4637747
1,28,19,2,b,6.80494
1,28,20,2,b,14.021971
1,29,1,2,b,19.28865
1,29,2,2,b,30.032316
1,29,3,2,b,3.0550735
1,29,4,2,b,11.57256
1,29,5,2,b,10.416443
1,29,6,2,b,3.5415952
1,29,7,2,b,24.149145
1,29,9,2,b,17.45872
1,29,13,2,b,12.287388
1,29,14,2,b,23.599392
1,29,16,2,b,14.290918
1,29,18,2,b,15.009056
1,29,19,2,b,19.762424
1,29,20,2,b,28.608044
1,30,1,2,b,76.82495
1,30,2,2,b,91.35413
1,30,3,2,b,28.329336
1,30,4,2,b,52.87402
1,30,5,2,b,59.90711
1,30,6,2,b,33.54747
1,30,7,2,b,56.899044
1,30,9,2,b,50.171074
1,30,13,2,b,86.05108
1,30,14,2,b,68.34034
1,30,16,2,b,67.3569
1,30,18,2,b,76.02418
1,30,19,2,b,75.779274
1,30,20,2,b,92.38151
1,31,1,2,b,9.072588
1,31,2,2,b,19.478384
1,31,3,2,b,1.5298088
1,31,4,2,b,2.4261458
1,31,5,2,b,3.834782
1,31,6,2,b,0.83074814
1,31,7,2,b,36.82513
1,31,9,2,b,35.738216
1,31,13,2,b,4.0421352
1,31,14,2,b,39.082344
1,31,16,2,b,12.8460455
1,31,18,2,b,4.2441
1,31,19,2,b,4.4075055
1,31,20,2,b,5.804782
1,32,1,2,b,55.93418
1,32,2,2,b,61.535564
1,32,3,2,b,15.589678
1,32,4,2,b,34.70539
1,32,5,2,b,36.8147
1,32,6,2,b,19.64468
1,32,7,2,b,36.486904
1,32,9,2,b,29.675255
1,32,13,2,b,57.02001
1,32,14,2,b,47.20505
1,32,16,2,b,46.37146
1,32,18,2,b,52.459187
1,32,19,2,b,55.29195
1,32,20,2,b,69.71796
1,33,1,2,b,55.793194
1,33,2,2,b,67.6647
1,33,3,2,b,36.1727
1,33,4,2,b,32.2814
1,33,5,2,b,38.606255
1,33,6,2,b,29.20367
1,33,7,2,b,83.54027
1,33,9,2,b,85.57032
1,33,13,2,b,56.170647
1,33,14,2,b,87.63288
1,33,16,2,b,76.5728
1,33,18,2,b,46.965183
1,33,19,2,b,45.8969
1,33,20,2,b,54.407207
1,34,1,2,b,10.6185255
1,34,2,2,b,17.100767
1,34,3,2,b,-0.24950486
1,34,4,2,b,1.2843957
1,34,5,2,b,5.110895
1,34,6,2,b,1.0801309
1,34,7,2,b,39.617306
1,34,9,2,b,36.260136
1,34,13,2,b,4.771387
1,34,14,2,b,40.899776
1,34,16,2,b,13.720384
1,34,18,2,b,6.305954
1,34,19,2,b,5.9234486
1,34,20,2,b,7.830424
1,35,1,2,b,9.389267
1,35,2,2,b,16.853758
1,35,3,2,b,-0.4483042
1,35,4,2,b,2.412221
1,35,5,2,b,3.8874292
1,35,6,2,b,1.1818424
1,35,7,2,b,20.655941
1,35,9,2,b,15.709984
1,35,13,2,b,4.4470596
1,35,14,2,b,24.6446
1,35,16,2,b,12.027605
1,35,18,2,b,6.6654134
1,35,19,2,b,6.3532734
1,35,20,2,b,11.335387
1,36,1,2,b,3.9858663
1,36,2,2,b,10.160589
1,36,3,2,b,-0.33613488
1,36,4,2,b,0.8725413
1,36,5,2,b,1.8020502
1,36,6,2,b,0.4449147
1,36,7,2,b,12.910357
1,36,9,2,b,9.663833
1,36,13,2,b,1.4935106
1,36,14,2,b,16.000862
1,36,16,2,b,6.1533794
1,36,18,2,b,1.9344603
1,36,19,2,b,2.0814228
1,36,20,2,b,2.5371733
1,37,1,2,b,9.086513
1,37,2,2,b,13.512904
1,37,3,2,b,-0.13476083
1,37,4,2,b,3.0473185
1,37,5,2,b,3.330606
1,37,6,2,b,1.617301
1,37,7,2,b,17.445728
1,37,9,2,b,12.674358
1,37,13,2,b,4.926412
1,37,14,2,b,22.341122
1,37,16,2,b,11.850496
1,37,18,2,b,7.084818
1,37,19,2,b,6.2329
1,37,20,2,b,13.001741
1,38,1,2,b,1.5831002
1,38,2,2,b,11.615357
1,38,3,2,b,0.31483626
1,38,4,2,b,0.3124971
1,38,5,2,b,0.74107116
1,38,6,2,b,0.20727938
1,38,7,2,b,7.579652
1,38,9,2,b,11.366558
1,38,13,2,b,0.49609402
1,38,14,2,b,14.345607
1,38,16,2,b,4.6154637
1,38,18,2,b,1.132631
1,38,19,2,b,1.9918349
1,38,20,2,b,1.8008673
1,39,1,2,b,7.441315
1,39,2,2,b,13.421655
1,39,3,2,b,-0.37797293
1,39,4,2,b,3.826215
1,39,5,2,b,3.1241639
1,39,6,2,b,0.30622497
1,39,7,2,b,8.968423
1,39,9,2,b,5.6777344
1,39,13,2,b,4.151689
1,39,14,2,b,9.159595
1,39,16,2,b,6.2251034
1,39,18,2,b,3.6512964
1,39,19,2,b,5.7496853
1,39,20,2,b,11.447867
1,40,1,2,b,17.830032
1,40,2,2,b,32.506325
1,40,3,2,b,0.4814772
1,40,4,2,b,5.5468235
1,40,5,2,b,8.004821
1,40,6,2,b,1.4047617
1,40,7,2,b,47.438942
1,40,9,2,b,43.76105
1,40,13,2,b,8.100304
1,40,14,2,b,50.473873
1,40,16,2,b,20.08771
1,40,18,2,b,13.468605
1,40,19,2,b,12.993445
1,40,20,2,b,17.62212
1,41,1,2,b,78.71851
1,41,2,2,b,77.048164
1,41,3,2,b,30.247791
1,41,4,2,b,43.20906
1,41,5,2,b,62.568024
1,41,6,2,b,38.651073
1,41,7,2,b,73.07262
1,41,9,2,b,75.18152
1,41,13,2,b,84.63162
1,41,14,2,b,85.91798
1,41,16,2,b,72.00418
1,41,18,2,b,72.01312
1,41,19,2,b,69.87175
1,41,20,2,b,89.48827
1,42,1,2,b,21.201334
1,42,2,2,b,29.856998
1,42,3,2,b,13.2351675
1,42,4,2,b,13.546343
1,42,5,2,b,9.222432
1,42,6,2,b,7.47983
1,42,7,2,b,31.02427
1,42,9,2,b,27.018545
1,42,13,2,b,16.552555
1,42,14,2,b,32.9114
1,42,16,2,b,30.21559
1,42,18,2,b,12.681683
1,42,19,2,b,15.541972
1,42,20,2,b,26.546516
1,43,1,2,b,76.31825
1,43,2,2,b,80.52183
1,43,3,2,b,27.618355
1,43,4,2,b,51.672085
1,43,5,2,b,58.10735
1,43,6,2,b,35.485813
1,43,7,2,b,57.337406
1,43,9,2,b,54.292316
1,43,13,2,b,84.74588
1,43,14,2,b,72.15554
1,43,16,2,b,65.346214
1,43,18,2,b,75.74701
1,43,19,2,b,73.710304
1,43,20,2,b,91.91142
1,44,1,2,b,5.4817452
1,44,2,2,b,11.40844
1,44,3,2,b,0.9771325
1,44,4,2,b,0.3476185
1,44,5,2,b,1.9513326
1,44,6,2,b,1.9633765
1,44,7,2,b,16.59557
1,44,9,2,b,17.01025
1,44,13,2,b,4.3556175
1,44,14,2,b,25.77075
1,44,16,2,b,14.129207
1,44,18,2,b,5.812331
1,44,19,2,b,5.228124
1,44,20,2,b,6.2845654
1,45,1,2,b,47.419334
1,45,2,2,b,49.340137
1,45,3,2,b,6.6452403
1,45,4,2,b,20.214163
1,45,5,2,b,28.704796
1,45,6,2,b,11.916942
1,45,7,2,b,52.298027
1,45,9,2,b,48.40923
1,45,13,2,b,41.83649
1,45,14,2,b,58.494774
1,45,16,2,b,38.936836
1,45,18,2,b,39.019974
1,45,19,2,b,40.287285
1,45,20,2,b,56.45988
1,46,1,2,b,61.847527
1,46,2,2,b,71.70842
1,46,3,2,b,15.629609
1,46,4,2,b,35.686226
1,46,5,2,b,42.55654
1,46,6,2,b,21.623672
1,46,7,2,b,50.888935
1,46,9,2,b,45.525425
1,46,13,2,b,67.628914
1,46,14,2,b,61.382725
1,46,16,2,b,52.225212
1,46,18,2,b,61.700245
1,46,19,2,b,61.356518
1,46,20,2,b,75.57238
1,47,1,2,b,52.206303
1,47,2,2,b,67.01208
1,47,3,2,b,12.550704
1,47,4,2,b,28.664963
1,47,5,2,b,37.068832
1,47,6,2,b,16.527971
1,47,7,2,b,60.191536
1,47,9,2,b,57.445206
1,47,13,2,b,54.5798
1,47,14,2,b,66.83465
1,47,16,2,b,47.67781
1,47,18,2,b,53.39512
1,47,19,2,b,57.268806
1,47,20,2,b,67.588036
1,48,1,2,b,20.56949
1,48,2,2,b,28.778316
1,48,3,2,b,6.121563
1,48,4,2,b,18.408892
1,48,5,2,b,11.141972
1,48,6,2,b,5.934364
1,48,7,2,b,11.0022545
1,48,9,2,b,5.540624
1,48,13,2,b,23.819588
1,48,14,2,b,13.125682
1,48,16,2,b,16.989157
1,48,18,2,b,18.468632
1,48,19,2,b,21.84933
1,48,20,2,b,36.804974
1,49,1,2,b,42.86705
1,49,2,2,b,45.56594
1,49,3,2,b,8.650838
1,49,4,2,b,20.828354
1,49,5,2,b,26.396032
1,49,6,2,b,15.83986
1,49,7,2,b,25.829197
1,49,9,2,b,22.30215
1,49,13,2,b,47.363983
1,49,14,2,b,34.89522
1,49,16,2,b,41.588394
1,49,18,2,b,46.455044
1,49,19,2,b,46.462006
1,49,20,2,b,57.72351
1,50,1,2,b,56.45781
1,50,2,2,b,71.268654
1,50,3,2,b,9.983588
1,50,4,2,b,28.497877
1,50,5,2,b,37.4689
1,50,6,2,b,16.574068
1,50,7,2,b,58.326504
1,50,9,2,b,52.391216
1,50,13,2,b,57.88865
1,50,14,2,b,68.021675
1,50,16,2,b,49.14631
1,50,18,2,b,58.36055
1,50,19,2,b,58.866673
1,50,20,2,b,68.717384
2,1,1,2,b,0.43468148
2,1,2,2,b,-0.25755963
2,1,3,2,b,0.32812598
2,1,4,2,b,0.6204552
2,1,5,2,b,0.0045917807
2,1,6,2,b,0.48423868
2,1,7,2,b,0.48818752
2,1,9,2,b,0.49127102
2,1,13,2,b,0.8477496
2,1,14,2,b,0.43052945
2,1,16,2,b,2.518803
2,1,18,2,b,0.5112449
2,1,19,2,b,0.79555696
2,1,20,2,b,0.6560669
2,2,1,2,b,20.24983
2,2,2,2,b,26.461021
2,2,3,2,b,0.779813
2,2,4,2,b,10.990489
2,2,5,2,b,14.679072
2,2,6,2,b,6.309618
2,2,7,2,b,18.64445
2,2,9,2,b,15.976766
2,2,13,2,b,18.10096
2,2,14,2,b,20.760971
2,2,16,2,b,22.413012
2,2,18,2,b,24.679228
2,2,19,2,b,21.676748
2,2,20,2,b,28.12057
2,3,1,2,b,1.149048
2,3,2,2,b,3.442288
2,3,3,2,b,0.47064215
2,3,4,2,b,0.8847727
2,3,5,2,b,0.2872946
2,3,6,2,b,0.63085675
2,3,7,2,b,1.3872519
2,3,9,2,b,0.16573973
2,3,13,2,b,0.7019157
2,3,14,2,b,1.7447253
2,3,16,2,b,1.8375269
2,3,18,2,b,0.14932978
2,3,19,2,b,0.6513267
2,3,20,2,b,0.04795094
2,4,1,2,b,17.820084
2,4,2,2,b,19.821327
2,4,3,2,b,3.4009047
2,4,4,2,b,10.312548
2,4,5,2,b,9.537211
2,4,6,2,b,5.476365
2,4,7,2,b,13.183079
2,4,9,2,b,8.473384
2,4,13,2,b,14.299905
2,4,14,2,b,12.108381
2,4,16,2,b,16.327644
2,4,18,2,b,14.706965
2,4,19,2,b,16.136711
2,4,20,2,b,25.65533
2,5,1,2,b,14.954789
2,5,2,2,b,13.934222
2,5,3,2,b,4.9152946
2,5,4,2,b,7.438004
2,5,5,2,b,5.64692
2,5,6,2,b,6.0506825
2,5,7,2,b,4.1081924
2,5,9,2,b,4.543696
2,5,13,2,b,15.623411
2,5,14,2,b,9.729888
2,5,16,2,b,18.299362
2,5,18,2,b,10.955864
2,5,19,2,b,13.511924
2,5,20,2,b,25.192043
2,6,1,2,b,6.4820585
2,6,2,2,b,14.190202
2,6,3,2,b,3.2930262
2,6,4,2,b,3.9892027
2,6,5,2,b,2.9644458
2,6,6,2,b,1.6992426
2,6,7,2,b,8.984009
2,6,9,2,b,6.6056557
2,6,13,2,b,4.242737
2,6,14,2,b,8.698754
2,6,16,2,b,7.685477
2,6,18,2,b,1.3000586
2,6,19,2,b,2.825418
2,6,20,2,b,9.838206
2,7,1,2,b,22.684717
2,7,2,2,b,25.311958
2,7,3,2,b,8.800965
2,7,4,2,b,17.450314
2,7,5,2,b,9.872735
2,7,6,2,b,6.7335024
2,7,7,2,b,24.953184
2,7,9,2,b,17.305496
2,7,13,2,b,18.134867
2,7,14,2,b,23.733902
2,7,16,2,b,19.266386
2,7,18,2,b,9.451443
2,7,19,2,b,14.47454
2,7,20,2,b,30.559874
2,8,1,2,b,25.235628
2,8,2,2,b,34.695877
2,8,3,2,b,9.967772
2,8,4,2,b,20.709917
2,8,5,2,b,15.910256
2,8,6,2,b,8.978297
2,8,7,2,b,17.932796
2,8,9,2,b,11.998503
2,8,13,2,b,27.898561
2,8,14,2,b,16.939642
2,8,16,2,b,24.897356
2,8,18,2,b,18.77703
2,8,19,2,b,22.160816
2,8,20,2,b,38.753048
2,9,1,2,b,1.1405878
2,9,2,2,b,0.85148287
2,9,3,2,b,0.43018052
2,9,4,2,b,0.71796125
2,9,5,2,b,0.64071465
2,9,6,2,b,0.48860765
2,9,7,2,b,2.0499392
2,9,9,2,b,0.67678285
2,9,13,2,b,1.0183164
2,9,14,2,b,2.1454911
2,9,16,2,b,7.853776
2,9,18,2,b,0.44692445
2,9,19,2,b,0.6757442
2,9,20,2,b,0.69072837
2,10,1,2,b,14.816565
2,10,2,2,b,16.397871
2,10,3,2,b,4.280096
2,10,4,2,b,15.026314
2,10,5,2,b,7.959507
2,10,6,2,b,6.5807076
2,10,7,2,b,9.133347
2,10,9,2,b,7.883651
2,10,13,2,b,14.33156
2,10,14,2,b,10.47884
2,10,16,2,b,16.098133
2,10,18,2,b,8.510372
2,10,19,2,b,12.004975
2,10,20,2,b,26.214403
2,11,1,2,b,34.093437
2,11,2,2,b,33.982002
2,11,3,2,b,12.296873
2,11,4,2,b,14.933703
2,11,5,2,b,19.724388
2,11,6,2,b,14.948774
2,11,7,2,b,22.328276
2,11,9,2,b,22.053959
2,11,13,2,b,40.88226
2,11,14,2,b,25.546396
2,11,16,2,b,37.553787
2,11,18,2,b,26.319155
2,11,19,2,b,28.195675
2,11,20,2,b,42.089817
2,12,1,2,b,26.112822
2,12,2,2,b,18.058846
2,12,3,2,b,8.416518
2,12,4,2,b,19.749125
2,12,5,2,b,15.518322
2,12,6,2,b,12.526791
2,12,7,2,b,15.890668
2,12,9,2,b,13.84283
2,12,13,2,b,22.6011
2,12,14,2,b,20.736193
2,12,16,2,b,20.779373
2,12,18,2,b,21.316744
2,12,19,2,b,23.216702
2,12,20,2,b,42.111652
2,13,1,2,b,22.479403
2,13,2,2,b,25.679247
2,13,3,2,b,6.1171446
2,13,4,2,b,15.119126
2,13,5,2,b,12.021373
2,13,6,2,b,12.686164
2,13,7,2,b,12.910563
2,13,9,2,b,9.282967
2,13,13,2,b,26.226583
2,13,14,2,b,18.83069
2,13,16,2,b,27.751339
2,13,18,2,b,28.743763
2,13,19,2,b,25.74273
2,13,20,2,b,38.56288
2,14,1,2,b,12.421398
2,14,2,2,b,20.671741
2,14,3,2,b,1.750835
2,14,4,2,b,3.8667865
2,14,5,2,b,3.3845313
2,14,6,2,b,3.4392655
2,14,7,2,b,18.682667
2,14,9,2,b,17.196953
2,14,13,2,b,9.051682
2,14,14,2,b,25.220499
2,14,16,2,b,23.116808
2,14,18,2,b,12.406629
2,14,19,2,b,12.219094
2,14,20,2,b,16.84888
2,15,1,2,b,18.41724
2,15,2,2,b,20.344706
2,15,3,2,b,3.7427793
2,15,4,2,b,9.624621
2,15,5,2,b,8.283052
2,15,6,2,b,4.3946443
2,15,7,2,b,16.301802
2,15,9,2,b,11.447589
2,15,13,2,b,13.924718
2,15,14,2,b,15.21675
2,15,16,2,b,15.638385
2,15,18,2,b,9.55225
2,15,19,2,b,12.809426
2,15,20,2,b,24.671135
2,16,1,2,b,40.59854
2,16,2,2,b,48.71481
2,16,3,2,b,36.442062
2,16,4,2,b,39.197956
2,16,5,2,b,36.830364
2,16,6,2,b,26.73679
2,16,7,2,b,47.59722
